sample_id,run_id,group,severity,bad_name,ground_truth,current_token_prob,current_token_rank,gt_token_prob,gt_token_rank,entropy,argmax_confidence,argmax_decoded,top5
379,9,smell,mild,myVar,vPath,2.4621918263023623e-05,6987.0,1.4138656444243058e-05,41318.0,0.6213914752006531,0.9286215305328369,Var,"[[""Var"", 0.9992351531982422], [""Name"", 0.00020331275300122797], [""var"", 8.47533592605032e-05], [""Dir"", 6.60059813526459e-05], [""Param"", 3.533045673975721e-05]]"
379,9,control,none,,vPath,2.5962140142610224e-05,262.0,2.5962140142610224e-05,262.0,0.399789959192276,0.956975519657135,Path,"[[""Path"", 0.9984456896781921], [""path"", 0.0004873366269748658], [""Name"", 0.0001232179783983156], [""Dir"", 8.468639862257987e-05], [""_path"", 3.877226117765531e-05]]"
379,9,mask,full,,vPath,2.5023762784126546e-09,98423.0,0.0001768787756191159,106.0,0.27992504835128784,0.9664661884307861,Path,"[[""Path"", 0.9786771535873413], [""Name"", 0.007954214699566364], [""Dir"", 0.003529661102220416], [""path"", 0.0025823551695793867], [""Prefix"", 0.0020111401099711657]]"
380,9,smell,severe,a1,webSocketClient,2.7138049517816398e-05,15.0,3.32568774297215e-07,535.0,0.10595221072435379,0.9856473207473755,1,"[[""1"", 0.9963037967681885], [""0"", 0.0015944873448461294], [""2"", 0.000908511457964778], [""Client"", 0.0004031495191156864], [""3"", 0.0002157903800252825]]"
380,9,smell,moderate,tmp,webSocketClient,8.981668361229822e-05,26.0,1.0873114888454438e-06,1727.0,0.46356427669525146,0.9492198824882507,,"[["","", 0.9492198824882507], [""."", 0.014413141645491123], ["","", 0.007714799605309963], ["","", 0.004981048870831728], ["""", 0.0012206585379317403]]"
380,9,smell,mild,temp1,webSocketClient,4.395601919782166e-05,52.5,1.290039799428655e-07,1581.0,0.18330487608909607,0.9728531837463379,1,"[[""1"", 0.9789401888847351], [""0"", 0.010216157883405685], [""2"", 0.0074742999859154224], [""3"", 0.0016677420353516936], [""4"", 0.0004488666309043765]]"
380,9,control,none,,webSocketClient,9.554333379087805e-08,5533.333333333333,9.554333379087805e-08,5533.333333333333,0.03731939196586609,0.9934913516044617,SocketClient,"[[""Socket"", 0.9999310970306396], [""Socket"", 1.7777645552996546e-05], [""socket"", 1.1478108717710711e-05], [""_socket"", 7.888780601206236e-06], [""So"", 2.5611122964619426e-06]]"
380,9,mask,full,,webSocketClient,9.493161015674638e-10,103681.0,5.942420782297416e-08,809.3333333333334,0.019349955022335052,0.9980584979057312,SocketClient,"[[""Socket"", 0.9999039173126221], [""WebSocket"", 5.143991802469827e-05], [""_socket"", 1.2218050869705621e-05], [""socket"", 7.410622856696136e-06], [""Client"", 5.421727109933272e-06]]"
381,9,smell,severe,x,toBeReturned,2.0475911242101574e-06,42.0,8.415955710106005e-10,85187.0,0.04796907678246498,0.9949164390563965,,"[["")"", 0.9949164390563965], ["")"", 0.0021763709373772144], ["")"", 0.0011649273801594973], ["""", 0.0003337572852615267], ["")."", 0.0001576557697262615]]"
381,9,smell,moderate,bar,toBeReturned,1.1366662874934264e-05,21.0,6.385725281887744e-09,33530.0,0.08464720845222473,0.9902223348617554,,"[["")"", 0.9902223348617554], ["""", 0.0026128184981644154], ["")"", 0.002454515779390931], ["")"", 0.002034864854067564], ["","", 0.0007032305002212524]]"
381,9,smell,mild,myVar,toBeReturned,8.655049121841785e-08,11205.5,1.1904146800245652e-09,50939.5,0.033524367958307266,0.9953073859214783,Var,"[[""Var"", 0.9998144507408142], [""var"", 1.8921993614640087e-05], [""Var"", 1.6698601029929705e-05], [""Value"", 1.4736463526787702e-05], [""Param"", 1.0781427590700332e-05]]"
381,9,control,none,,toBeReturned,2.1258574493347265e-08,21914.666666666668,2.1258574493347265e-08,21914.666666666668,0.0720258504152298,0.9879016876220703,BeReturned,"[[""Be"", 0.9810050129890442], [""be"", 0.01796773448586464], [""_be"", 0.00027282562223263085], [""be"", 0.00018751011521089822], [""toBe"", 7.81658454798162e-05]]"
381,9,mask,full,,toBeReturned,2.756612669611395e-10,110997.66666666667,8.507246425833634e-09,2219.3333333333335,0.018163228407502174,0.9976789951324463,BeReturned,"[[""Be"", 0.9994683861732483], [""be"", 0.0004044300294481218], [""_be"", 3.533870403771289e-05], [""toBe"", 2.013538687606342e-05], [""be"", 1.1472797268652357e-05]]"
382,9,smell,severe,xx,array,3.0904914183338406e-06,41.0,9.573896022629924e-07,108.0,0.22165177762508392,0.9545116424560547,,"[["")"", 0.9545116424560547], ["")"", 0.04193831607699394], ["")"", 0.00076812703628093], [""]"", 0.0004376655851956457], ["""", 0.00013771757949143648]]"
382,9,smell,moderate,bar,array,4.623569793693605e-07,51.0,3.435945643559535e-07,65.0,0.12431013584136963,0.9758673906326294,,"[["")"", 0.9758673906326294], ["")"", 0.022950202226638794], ["")"", 0.00047631628694944084], [""]"", 0.00016461049381177872], ["""", 4.4304313632892445e-05]]"
382,9,smell,mild,item,array,4.966919391335978e-07,263.0,3.454981560935266e-05,13.0,0.2553389072418213,0.9470926523208618,,"[["")"", 0.9470926523208618], ["")"", 0.047152966260910034], ["")"", 0.001041744719259441], [""[])"", 0.0007387076620943844], ["""", 0.0006318500963971019]]"
382,9,control,none,,array,8.793703898390959e-08,141.0,8.793703898390959e-08,141.0,0.22806903719902039,0.9425703287124634,,"[["")"", 0.9425703287124634], ["")"", 0.0566057451069355], ["")"", 0.000381406513042748], [""]"", 7.994714542292058e-05], ["""", 1.9591891032177955e-05]]"
382,9,mask,full,,array,7.549774139192778e-10,95364.0,9.041294106282294e-06,13.0,0.21783438324928284,0.9500807523727417,,"[["")"", 0.9500807523727417], ["")"", 0.04730173572897911], ["")"", 0.0017229656223207712], [""]"", 6.0828126152046025e-05], ["""", 5.368063284549862e-05]]"
387,9,smell,severe,x,unstubbedIterator,0.0002879265521187335,7.0,2.687813207558065e-07,1672.0,0.21915379166603088,0.9725778102874756,,"[["""", 0.9725778102874756], ["""", 0.012242947705090046], [""."", 0.00578315882012248], [""="", 0.001138771534897387], ["""", 0.0006488524377346039]]"
387,9,smell,moderate,val,unstubbedIterator,6.0233058320591226e-05,18.0,3.0042417620279593e-07,2154.0,0.3659805655479431,0.9407863616943359,,"[["""", 0.9407863616943359], ["""", 0.038830891251564026], [""_"", 0.005255189724266529], [""="", 0.0038447787519544363], [""."", 0.0019332760712131858]]"
387,9,smell,mild,result1,unstubbedIterator,0.0019015919780258628,16.0,2.7820390213761925e-08,12593.5,0.2575596570968628,0.9604359865188599,1,"[[""1"", 0.9905661940574646], [""2"", 0.0048830825835466385], [""0"", 0.0027822968550026417], [""3"", 0.0007488449919037521], [""4"", 0.0002145476610166952]]"
387,9,control,none,,unstubbedIterator,1.2999778871147782e-06,109.75,1.2999778871147782e-06,109.75,0.11343333125114441,0.9784330725669861,stubbedIterator,"[[""stub"", 0.9974023103713989], [""stick"", 0.0006250985898077488], [""stub"", 0.0006250985898077488], [""stu"", 0.00013102780212648213], [""stem"", 8.459790115011856e-05]]"
387,9,mask,full,,unstubbedIterator,1.893223237144255e-09,102130.5,5.160022708630696e-07,1378.0,0.07191518694162369,0.9885779619216919,stubbedIterator,"[[""stub"", 0.9996955394744873], [""stub"", 7.029537664493546e-05], ["".stub"", 2.9303471819730476e-05], [""stick"", 2.143887832062319e-05], [""Stub"", 2.0139963453402743e-05]]"
396,9,smell,severe,a,secretSettings,0.00010756429401226342,12.0,2.1301955257513328e-06,122.0,0.6727270483970642,0.8187947869300842,,"[["""", 0.8187947869300842], [""="", 0.1336645781993866], ["""", 0.029824597761034966], [""="", 0.009095989167690277], ["""", 0.0024481520522385836]]"
396,9,smell,moderate,val,secretSettings,0.00012797222007066011,14.0,9.362646960653365e-05,17.0,0.4913260340690613,0.9151224493980408,,"[["""", 0.9151224493980408], [""="", 0.03548314794898033], ["""", 0.029416562989354134], [""."", 0.007437672466039658], [""_"", 0.0012924736365675926]]"
396,9,smell,mild,result1,secretSettings,0.001274253576866613,9.5,5.044718427882344e-06,548.0,0.2809785008430481,0.95253586769104,1,"[[""1"", 0.9985694885253906], [""2"", 0.0010983661049976945], [""3"", 0.00010216396185569465], [""0"", 9.597416647011414e-05], ["""", 2.2795862605562434e-05]]"
396,9,control,none,,secretSettings,2.2924042131222677e-07,1029.5,2.2924042131222677e-07,1029.5,0.04807301610708237,0.9930456280708313,Settings,"[[""Settings"", 0.9989595413208008], [""Settings"", 0.0006260745576582849], [""Setting"", 7.024363003438339e-05], [""Keys"", 6.19897764408961e-05], [""_settings"", 4.827769225812517e-05]]"
396,9,mask,full,,secretSettings,1.1958266836606044e-10,104074.5,6.039626124332287e-06,170.5,0.043053802102804184,0.9940534234046936,Settings,"[[""Settings"", 0.9997997879981995], [""Settings"", 0.00016864742792677134], [""_settings"", 1.221677848661784e-05], [""settings"", 2.7259318358119344e-06], [""Details"", 1.8735037201622617e-06]]"
397,9,smell,severe,a,positionCount,2.766503530438058e-05,15.0,1.2129640936109354e-07,555.0,0.27175143361091614,0.9437998533248901,,"[["""", 0.9437998533248901], [""="", 0.04414210841059685], ["""", 0.00676941080018878], [""="", 0.002490327227860689], ["""", 0.0009752261103130877]]"
397,9,smell,moderate,foo,positionCount,0.0004184808931313455,8.0,4.469471903689737e-08,4598.0,0.6246704459190369,0.8054297566413879,,"[["""", 0.8054297566413879], [""="", 0.16882725059986115], ["""", 0.012229803949594498], [""="", 0.007896156050264835], ["""", 0.001003883546218276]]"
397,9,smell,mild,myVar,positionCount,1.0341087922360881e-05,3314.0,5.364915070221743e-06,5778.5,0.16544808447360992,0.9672644734382629,Var,"[[""Var"", 0.99982750415802], [""var"", 5.475332363857888e-05], [""Val"", 1.0128345820703544e-05], [""Vars"", 8.938234714150894e-06], [""Variable"", 8.938234714150894e-06]]"
397,9,control,none,,positionCount,9.382197596607966e-07,630.0,9.382197596607966e-07,630.0,0.08414414525032043,0.9863804578781128,Count,"[[""Count"", 0.9984204769134521], [""Length"", 0.00026084587443619967], [""Index"", 0.00012321487884037197], [""_count"", 9.595984010957181e-05], [""Num"", 7.020572229521349e-05]]"
397,9,mask,full,,positionCount,5.3587521142624836e-11,104925.0,0.0003073989055195625,7.0,0.05957558751106262,0.9903483390808105,Count,"[[""Count"", 0.9999914169311523], [""_count"", 2.123364765793667e-06], [""Position"", 1.067694824996579e-06], [""Count"", 1.0030064458987908e-06], [""count"", 8.851500865603157e-07]]"
398,9,smell,severe,xx,elements,8.232838808908127e-06,32.0,2.800664162805333e-07,887.0,0.7235256433486938,0.7060955762863159,,"[["")"", 0.7060955762863159], ["")"", 0.27651098370552063], ["""", 0.010721494443714619], ["")"", 0.002392288763076067], ["")"", 0.0003446419141255319]]"
398,9,smell,moderate,val,elements,4.882269877271028e-06,27.0,3.238646328895811e-08,5438.0,0.7135334014892578,0.6587571501731873,,"[["")"", 0.6587571501731873], ["")"", 0.3312438726425171], ["")"", 0.0060669430531561375], ["""", 0.0011946519371122122], ["")"", 0.0007245930610224605]]"
398,9,smell,mild,item,elements,8.195170266844798e-06,63.0,1.1980479257545085e-06,349.0,0.9416050314903259,0.6602805256843567,,"[["")"", 0.6602805256843567], ["")"", 0.27524587512016296], ["""", 0.04221032187342644], ["")"", 0.010672440752387047], ["")"", 0.0015375107759609818]]"
398,9,control,none,,elements,4.476700269151479e-06,44.0,4.476700269151479e-06,44.0,0.7043291330337524,0.6738488674163818,,"[["")"", 0.6738488674163818], ["")"", 0.3183036744594574], ["""", 0.002144713420420885], ["")"", 0.0017780298367142677], [""]"", 0.0005094140651635826]]"
398,9,mask,full,,elements,2.5420667792985796e-09,99126.0,0.0019130846485495567,5.0,0.505146861076355,0.8745565414428711,,"[["")"", 0.8745565414428711], ["")"", 0.10445088148117065], ["")"", 0.00805438682436943], ["""", 0.0058927154168486595], [""elements"", 0.0019130846485495567]]"
399,9,smell,severe,xx,classVisitor,2.7730422516469844e-05,42.0,7.974804248078726e-07,1370.0,0.5260157585144043,0.916924238204956,,"[["")"", 0.916924238204956], ["")"", 0.04288512095808983], ["")"", 0.021563991904258728], ["""", 0.0025754517409950495], ["")."", 0.0006117233424447477]]"
399,9,smell,moderate,val,classVisitor,1.2637800864467863e-05,36.0,2.0152733668510336e-06,134.0,0.2660491168498993,0.956529974937439,,"[["")"", 0.956529974937439], ["")"", 0.027134668081998825], ["")"", 0.010626088827848434], ["")."", 0.00042509700870141387], ["")"", 0.0003110076067969203]]"
399,9,smell,mild,result1,classVisitor,0.00015251058293586084,62.0,1.2920971741436915e-06,209.5,0.2639622092247009,0.9509548544883728,1,"[[""1"", 0.9935325384140015], [""2"", 0.0035832379944622517], [""0"", 0.0009644153178669512], [""3"", 0.0009059844305738807], [""4"", 0.00024384241260122508]]"
399,9,control,none,,classVisitor,7.957400519204016e-07,32586.5,7.957400519204016e-07,32586.5,0.11924652010202408,0.9810457229614258,Visitor,"[[""Visitor"", 0.9997879862785339], [""Visit"", 5.143395537743345e-05], [""Viewer"", 3.5350003599887714e-05], [""visitor"", 2.2823678591521457e-05], [""Visitor"", 1.7775100786820985e-05]]"
399,9,mask,full,,classVisitor,2.1564099256243807e-09,79891.0,3.4771703738556425e-07,292.5,0.1022513210773468,0.9869192242622375,Visitor,"[[""Visitor"", 0.9995583891868591], ["""", 9.606921230442822e-05], [""Visitor"", 7.481878128601238e-05], [""Viewer"", 5.473858618643135e-05], [""Visit"", 5.473858618643135e-05]]"
406,9,smell,severe,x,context,4.9520105676492676e-05,9.0,6.233661338228558e-07,256.0,0.21440540254116058,0.9625860452651978,,"[["")"", 0.9625860452651978], ["")"", 0.030942277982831], ["")"", 0.00270370626822114], ["""", 0.0001573745539644733], [""]"", 0.00013046809181105345]]"
406,9,smell,moderate,data,context,8.648435141367372e-06,33.0,6.735408533131704e-06,40.0,0.31053656339645386,0.9376466870307922,,"[["")"", 0.9376466870307922], ["")"", 0.049693454056978226], ["")"", 0.008112233132123947], ["""", 0.0002863968547899276], ["")."", 0.000190781443961896]]"
406,9,smell,mild,item,context,3.6588280636351556e-05,21.0,8.423100553045515e-06,60.0,0.35345086455345154,0.9422048330307007,,"[["")"", 0.9422048330307007], ["")"", 0.034319810569286346], ["")"", 0.01186060905456543], ["""", 0.0033981213346123695], ["")."", 0.0003812586364801973]]"
406,9,control,none,,context,1.0806258643469846e-07,319.0,1.0806258643469846e-07,319.0,0.1896347552537918,0.9602560997009277,,"[["")"", 0.9602560997009277], ["")"", 0.03723317012190819], ["")"", 0.001196858356706798], ["")."", 8.670012175571173e-05], ["""", 6.343115819618106e-05]]"
406,9,mask,full,,context,1.0615613943443236e-09,94784.0,1.3610215319204144e-06,55.0,0.1857735961675644,0.9622076153755188,,"[["")"", 0.9622076153755188], ["")"", 0.035048410296440125], ["")"", 0.0013589743757620454], ["")."", 5.609156869468279e-05], [""))"", 4.368416193756275e-05]]"
422,9,smell,severe,a,resolverChain,1.156198248253304e-09,193.0,1.4783584079136602e-11,4043.0,6.654245953541249e-05,0.9999963045120239,copy,"[[""copy"", 0.9999963045120239], ["".copy"", 6.083571406634292e-07], [""Copy"", 4.7378901513184246e-07], [""_copy"", 3.9278489794014604e-07], [""copy"", 1.275185894655806e-07]]"
422,9,smell,moderate,data,resolverChain,0.001423572306521237,8.0,3.754430053959368e-06,482.0,1.1258282661437988,0.8099070191383362,,"[["";"", 0.8099070191383362], ["";"", 0.05866947025060654], ["";"", 0.051775623112916946], ["";"", 0.014833965338766575], ["";"", 0.013935219496488571]]"
422,9,smell,mild,value1,resolverChain,0.0009216166476733179,24.0,4.138188387514674e-06,1879.0,1.0308468341827393,0.7732043266296387,1,"[[""1"", 0.8904275894165039], [""0"", 0.10634641349315643], [""2"", 0.002501028124243021], [""3"", 0.00019285855523776263], [""4"", 8.294743747683242e-05]]"
422,9,control,none,,resolverChain,1.132208928833478e-07,4035.5,1.132208928833478e-07,4035.5,0.5681479573249817,0.7707459926605225,Chain,"[[""Chain"", 0.9998669624328613], [""chain"", 4.539389192359522e-05], [""_chain"", 2.586465961940121e-05], [""Cache"", 7.88827492215205e-06], [""Chain"", 6.1433952396328095e-06]]"
422,9,mask,full,,resolverChain,1.3375573859435164e-08,99668.0,6.84866554578889e-07,148.5,0.4341590404510498,0.8659815788269043,Chain,"[[""Chain"", 0.9998891353607178], [""_chain"", 4.2644554923754185e-05], [""chain"", 2.586523442005273e-05], [""Chain"", 1.0782233403006103e-05], ["""", 5.421647074399516e-06]]"
423,9,smell,severe,x,section,0.007539788726717234,3.0,5.978392323413573e-07,3046.0,0.5416934490203857,0.9276866912841797,,"[["")"", 0.9276866912841797], ["")"", 0.02982044219970703], [""x"", 0.007539788726717234], ["")"", 0.006653839256614447], ["""", 0.004573112353682518]]"
423,9,smell,moderate,foo,section,1.5681511285947636e-05,34.0,2.7675380920300086e-07,932.0,0.31870996952056885,0.9389170408248901,,"[["")"", 0.9389170408248901], ["")"", 0.04976078122854233], ["")"", 0.002807311248034239], [""."", 0.0018125363858416677], ["""", 0.00070979940937832]]"
423,9,smell,mild,result1,section,0.003362837243003014,11.0,9.430006997490636e-08,442.0,0.4342968463897705,0.9337393045425415,1,"[[""1"", 0.9873591065406799], [""2"", 0.007081839721649885], [""0"", 0.00314254779368639], [""3"", 0.0010202358243986964], [""4"", 0.0002579560095909983]]"
423,9,control,none,,section,1.9089375200564973e-05,23.0,1.9089375200564973e-05,23.0,0.20689603686332703,0.9776254296302795,,"[["")"", 0.9776254296302795], ["")"", 0.01020243763923645], ["")"", 0.0042530084028840065], ["")."", 0.000247554766247049], [""})"", 0.000247554766247049]]"
423,9,mask,full,,section,5.800866897942569e-09,87382.0,6.771699645469198e-06,38.0,0.3010611832141876,0.9426987767219543,,"[["")"", 0.9426987767219543], ["")"", 0.046934206038713455], ["")"", 0.005265872459858656], ["""", 0.00027908102492801845], ["""", 0.00020418001804500818]]"
425,9,smell,severe,xx,expected,9.029546163219493e-06,68.0,1.342122232017573e-06,238.0,0.6067843437194824,0.8115912675857544,,"[["""", 0.8115912675857544], ["""", 0.1701187640428543], ["""", 0.009015965275466442], ["""", 0.00235195504501462], ["""", 0.0007878061733208597]]"
425,9,smell,moderate,data,expected,2.7980127924820408e-05,25.0,5.340100415196503e-06,75.0,0.6452029943466187,0.7670018672943115,,"[["""", 0.7670018672943115], ["""", 0.21974971890449524], ["""", 0.00550132617354393], ["""", 0.0013909530825912952], ["","", 0.0009559872560203075]]"
425,9,smell,mild,myVar,expected,7.600480971259316e-07,7317.0,4.03958289041384e-08,1154.0,0.38688555359840393,0.8737825155258179,Var,"[[""Var"", 0.9988988637924194], [""var"", 0.0001909303682623431], [""Function"", 0.00010878885223064572], [""Variable"", 0.00010878885223064572], [""Func"", 0.00010219766409136355]]"
425,9,control,none,,expected,4.5343447709456086e-05,18.0,4.5343447709456086e-05,18.0,0.7101526856422424,0.7307054400444031,,"[["""", 0.7307054400444031], ["""", 0.25252506136894226], ["""", 0.005240989848971367], ["""", 0.0031788211781531572], ["","", 0.002325675217434764]]"
425,9,mask,full,,expected,9.871787831627898e-10,97579.0,2.835959821823053e-05,27.0,0.852407693862915,0.5178627371788025,,"[["""", 0.5178627371788025], ["""", 0.45701226592063904], ["""", 0.013800574466586113], ["""", 0.002398180542513728], ["""", 0.0022528818808496]]"
432,9,smell,severe,a,oninvokeInstance,1.762989865206066e-09,180.0,1.5493047816894645e-11,5345.0,8.613837417215109e-05,0.9999953508377075,copy,"[[""copy"", 0.9999953508377075], ["".copy"", 7.338181262639409e-07], [""Copy"", 5.04345337049017e-07], [""_copy"", 4.737885603844916e-07], [""count"", 2.53600774158258e-07]]"
432,9,smell,moderate,data,oninvokeInstance,2.4498633138136938e-05,46.0,9.405433587517109e-08,30585.0,1.049843668937683,0.7491858601570129,,"[["";"", 0.7491858601570129], ["";"", 0.13858546316623688], ["";"", 0.042266178876161575], ["";"", 0.03503989055752754], ["";"", 0.01655167154967785]]"
432,9,smell,mild,value1,oninvokeInstance,0.00048015930383371597,12.0,9.379102638984449e-08,19256.5,0.7759236097335815,0.8152689933776855,1,"[[""1"", 0.9944974780082703], [""0"", 0.0035867178812623024], [""2"", 0.0014951664488762617], [""3"", 0.00013907215907238424], [""4"", 3.627913611126132e-05]]"
432,9,control,none,,oninvokeInstance,3.408663308971752e-05,50050.333333333336,3.408663308971752e-05,50050.333333333336,0.47193145751953125,0.8856028318405151,invokeInstance,"[[""invoke"", 0.9958051443099976], [""inv"", 0.0008013573242351413], [""invoke"", 0.0005862854886800051], [""Invoke"", 0.0003340554249007255], ["".invoke"", 0.00024440017296001315]]"
432,9,mask,full,,oninvokeInstance,3.078782299199487e-08,95974.66666666667,1.0324233610803368e-06,3549.3333333333335,0.48963087797164917,0.8760401010513306,invokeInstance,"[[""invoke"", 0.9993977546691895], [""invoke"", 0.00031494820723310113], [""voke"", 7.480675412807614e-05], ["".invoke"", 4.537258791970089e-05], [""Invoke"", 3.118409586022608e-05]]"
433,9,smell,severe,x,target,4.0861596062313765e-05,15.0,6.438116173512753e-08,2616.0,0.2440776824951172,0.958083987236023,,"[["""", 0.958083987236023], [""="", 0.01754792034626007], ["""", 0.01754792034626007], [""="", 0.00209580035880208], ["""", 0.0015333202900364995]]"
433,9,smell,moderate,bar,target,1.1491290933918208e-05,19.0,3.278495697145445e-08,1775.0,0.17705075442790985,0.9702795147895813,,"[["""", 0.9702795147895813], ["""", 0.013001753948628902], [""="", 0.01221401710063219], ["""", 0.0025601971428841352], ["""", 0.0003926189092453569]]"
433,9,smell,mild,result1,target,0.0005319320814862749,29.0,1.3113013785925887e-08,1303.0,0.23015226423740387,0.9525009393692017,1,"[[""1"", 0.9968287348747253], [""2"", 0.0020484409760683775], [""0"", 0.00048654741840437055], [""3"", 0.00016814627451822162], [""4"", 9.5806855824776e-05]]"
433,9,control,none,,target,9.312358088209294e-06,21.0,9.312358088209294e-06,21.0,0.2435157299041748,0.9484575390815735,,"[["""", 0.9484575390815735], [""="", 0.04167231544852257], ["""", 0.007241562008857727], ["""", 0.0007170118042267859], [""="", 0.000524577044416219]]"
433,9,mask,full,,target,2.0914715792574867e-10,90351.0,0.00017696731083560735,7.0,0.10018079727888107,0.9855598211288452,,"[["""", 0.9855598211288452], ["""", 0.0075248414650559425], [""="", 0.003783728228881955], ["""", 0.0012283967807888985], ["""", 0.00039880201802589]]"
436,9,smell,severe,x,processor,0.0010428879177197814,6.0,1.3974705325381365e-05,70.0,0.37756749987602234,0.9481319785118103,,"[["""", 0.9481319785118103], ["""", 0.026896433904767036], [""="", 0.005637798458337784], ["""", 0.0028348632622510195], [""."", 0.0016152565367519855]]"
436,9,smell,moderate,foo,processor,7.179730891948566e-05,26.0,2.8116226530983113e-05,44.0,0.2967698574066162,0.9591923356056213,,"[["""", 0.9591923356056213], ["""", 0.021191317588090897], [""="", 0.005358004942536354], ["""", 0.0018516768468543887], [""bar"", 0.0015350941102951765]]"
436,9,smell,mild,value1,processor,0.00022338027292789775,12.5,5.888774126106e-07,26.0,0.09505990147590637,0.9857504367828369,1,"[[""1"", 0.9987030029296875], [""2"", 0.0005879916134290397], [""0"", 0.0005523670115508139], [""3"", 4.826529766432941e-05], [""5"", 1.0769442269520368e-05]]"
436,9,control,none,,processor,4.080803535089217e-07,68.0,4.080803535089217e-07,68.0,0.1400042474269867,0.9759911894798279,,"[["""", 0.9759911894798279], [""="", 0.01228591613471508], ["""", 0.010185382328927517], ["""", 0.0007378265727311373], ["""", 0.00017524916620459408]]"
436,9,mask,full,,processor,1.3279050081749233e-10,92231.0,3.0958177376305684e-05,7.0,0.055503036826848984,0.9921574592590332,,"[["""", 0.9921574592590332], ["""", 0.004594600759446621], [""="", 0.0026179244741797447], ["""", 0.0002592095988802612], ["""", 6.553845742018893e-05]]"
440,9,smell,severe,a1,entry,9.966349929868557e-05,23.5,1.1012970535517752e-09,3395.0,0.08078025281429291,0.9882625937461853,1,"[[""1"", 0.9982243180274963], [""2"", 0.0008551127393729985], [""0"", 0.0006659624632447958], [""3"", 0.00013959332136437297], [""4"", 1.566193714097608e-05]]"
440,9,smell,moderate,tmp,entry,1.0312342055840418e-05,43.0,2.5313328322340567e-08,14124.0,0.25979989767074585,0.9563138484954834,,"[["""", 0.9563138484954834], ["""", 0.02887817658483982], [""."", 0.003449006238952279], ["""", 0.003240041434764862], [""="", 0.002859326545149088]]"
440,9,smell,mild,result1,entry,0.00030113776305995543,19.0,3.306425355731335e-09,1110.0,0.1446194052696228,0.9782657027244568,1,"[[""1"", 0.9960470795631409], [""2"", 0.0023193673696368933], [""0"", 0.0010292130755260587], [""3"", 0.00040304564754478633], [""4"", 4.522046947386116e-05]]"
440,9,control,none,,entry,1.1540283821886987e-06,72.0,1.1540283821886987e-06,72.0,0.10712844133377075,0.9841254949569702,,"[["""", 0.9841254949569702], [""="", 0.009063482284545898], ["""", 0.004851332399994135], ["""", 0.00045124421012587845], [""="", 0.00018810656911227852]]"
440,9,mask,full,,entry,1.4040353601973976e-10,92087.0,3.9094047679100186e-06,20.0,0.08828690648078918,0.9854809641838074,,"[["""", 0.9854809641838074], ["""", 0.012405375018715858], ["""", 0.0010182951809838414], ["""", 0.0002917464589700103], [""="", 0.00018836565141100436]]"
443,9,smell,severe,a,newIndex,0.0008874727063812315,3.0,5.817581723022158e-07,1093.0,0.7123435735702515,0.7346339821815491,,"[["","", 0.7346339821815491], ["","", 0.2538827359676361], [""a"", 0.0008874727063812315], ["""", 0.0006698995130136609], ["")"", 0.00041921238880604506]]"
443,9,smell,moderate,val,newIndex,0.0003124939976260066,19.0,8.44106011754775e-07,7835.0,0.9822280406951904,0.8750928640365601,,"[["","", 0.8750928640365601], ["","", 0.06339152157306671], ["","", 0.0035763047635555267], ["":"", 0.0028736412059515715], ["")"", 0.0018553624395281076]]"
443,9,smell,mild,myVar,newIndex,1.9558041861600373e-05,362.5,1.149267436773016e-08,1508.0,0.4614980220794678,0.8857213258743286,Var,"[[""Var"", 0.9996941089630127], [""var"", 6.203536031534895e-05], [""Val"", 2.143884739780333e-05], [""Var"", 1.3841960935678799e-05], [""Param"", 7.88691068009939e-06]]"
443,9,control,none,,newIndex,1.4253236031436245e-06,102.0,1.4253236031436245e-06,102.0,0.6472081542015076,0.7145432829856873,,"[["","", 0.7145432829856873], ["","", 0.27981916069984436], ["""", 0.0033089921344071627], ["""", 0.00022517972683999687], ["":"", 7.542575622210279e-05]]"
443,9,mask,full,,newIndex,2.262154463750221e-09,97738.0,4.680838901549578e-05,8.0,0.5638237595558167,0.8029618263244629,,"[["","", 0.8029618263244629], ["","", 0.19072015583515167], ["""", 0.0019903434440493584], ["","", 0.000687844236381352], ["""", 0.00014875674969516695]]"
446,9,smell,severe,x,sampleToCompute,1.0016369742515963e-05,29.0,1.5356016902501324e-08,3163.0,0.24586457014083862,0.9583523869514465,,"[["""", 0.9583523869514465], [""="", 0.01868489757180214], ["""", 0.013670162297785282], ["""", 0.0019693735521286726], [""="", 0.0008739042677916586]]"
446,9,smell,moderate,tmp,sampleToCompute,1.2395851626934018e-05,28.0,2.830634215911232e-08,2297.0,0.271281361579895,0.9529920816421509,,"[["""", 0.9529920816421509], ["""", 0.023857690393924713], [""="", 0.009342806413769722], ["""", 0.005000843666493893], ["""", 0.0025145821273326874]]"
446,9,smell,mild,temp1,sampleToCompute,9.686728844826575e-06,65.0,1.617260902975204e-08,3964.0,0.21119940280914307,0.9646512866020203,1,"[[""1"", 0.9880114197731018], [""2"", 0.005874930415302515], [""0"", 0.0009590559639036655], [""Object"", 0.0009009497589431703], [""3"", 0.0007950853905640543]]"
