model,mode,id,identifier,n_sites,consistent,agreed_pred,em,lev_sim,nw_sim,subtok_fuzzy,qual_char,copies_obf
DreamCoder-7B,all-masked,902,sourceIndex,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,902,destinationIndex,8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,902,tail,10,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,902,very,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,902,truncate,9,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,902,limit,11,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,902,timeLimit,6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,902,prev,13,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,902,added,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,902,srw,8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,902,returned,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,903,databaseMetaData,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,903,tableName,2,1.0,table_name,0.0,0.8,0.8,1.0,1.0,0.0
DreamCoder-7B,all-masked,903,keyColumnName,1,1.0,sequenceName,0.0,0.3846153846153846,0.46153846153846156,0.25,1.0,0.0
DreamCoder-7B,all-masked,903,select,1,1.0,SELECT,0.0,0.0,0.0,1.0,1.0,0.0
DreamCoder-7B,all-masked,903,from,1,1.0,FROM,0.0,0.0,0.0,1.0,1.0,0.0
DreamCoder-7B,all-masked,904,not,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,904,dsaKeyPairGenerator,4,1.0,generator,0.0,0.42105263157894735,0.42105263157894735,0.25,1.0,0.0
DreamCoder-7B,all-masked,904,secureRandom,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,904,dsaParams,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,904,lengthModulus,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,904,dsap,2,1.0,dParams,0.0,0.2857142857142857,0.2857142857142857,0.0,0.8571428571428571,0.0
DreamCoder-7B,all-masked,904,params,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,904,random,8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,904,modlen,7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,904,genParams,2,1.0,firstable,0.0,0.0,0.05555555555555555,0.0,1.0,0.0
DreamCoder-7B,all-masked,904,len,6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,904,there,1,1.0,firstable,0.0,0.2222222222222222,0.2222222222222222,0.0,1.0,0.0
DreamCoder-7B,all-masked,904,are,1,1.0,random,0.0,0.16666666666666663,0.16666666666666666,0.0,1.0,0.0
DreamCoder-7B,all-masked,904,precomputed,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,904,parameters,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,905,_name,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,905,fields,10,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,905,hasMatrixStatsResults,7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,905,numFields,3,1.0,numMetrics,0.0,0.4,0.45,0.3333333333333333,1.0,0.0
DreamCoder-7B,all-masked,905,matrixStatsResults,23,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,905,field_,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,905,name,5,1.0,AgName,0.0,0.5,0.5,0.5,0.6666666666666666,0.0
DreamCoder-7B,all-masked,905,metadata,8,1.0,AgMetadata,0.0,0.7,0.7,0.5,0.8,0.0
DreamCoder-7B,all-masked,905,values,6,1.0,MetricValues,0.0,0.41666666666666663,0.4166666666666667,0.5,0.9166666666666666,0.0
DreamCoder-7B,all-masked,905,runningStats,14,1.0,RunningStats,0.0,0.9166666666666666,0.9166666666666666,1.0,0.9166666666666666,0.0
DreamCoder-7B,all-masked,905,instance,7,1.0,existingInstance,0.0,0.5,0.5,0.5,1.0,0.0
DreamCoder-7B,all-masked,905,docCount,2,1.0,DocCount,0.0,0.875,0.875,1.0,1.0,0.0
DreamCoder-7B,all-masked,905,fieldsCopy,7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,905,numValues,3,1.0,numDocs,0.0,0.4444444444444444,0.4444444444444444,0.3333333333333333,0.8571428571428571,0.0
DreamCoder-7B,all-masked,905,numShards,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,905,valuesPerShard,2,1.0,chunkSize,0.0,0.1428571428571429,0.14285714285714285,0.0,1.0,0.0
DreamCoder-7B,all-masked,905,aValues,3,1.0,Metric1,0.0,0.0,0.0,0.0,0.8571428571428571,0.0
DreamCoder-7B,all-masked,905,bValues,3,1.0,Metric2,0.0,0.0,0.0,0.0,0.8571428571428571,0.0
DreamCoder-7B,all-masked,905,shardResults,4,1.0,AgChunks,0.0,0.16666666666666663,0.16666666666666666,0.0,0.625,0.0
DreamCoder-7B,all-masked,905,valuePerShardCounter,4,1.0,chunkIndex,0.0,0.15000000000000002,0.15,0.0,1.0,0.0
DreamCoder-7B,all-masked,905,valueA,3,1.0,value1,0.0,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.8333333333333334,0.0
DreamCoder-7B,all-masked,905,valueB,3,1.0,value2,0.0,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.8333333333333334,0.0
DreamCoder-7B,all-masked,905,multiPassStats,3,1.0,MultiStats,0.0,0.6428571428571428,0.6428571428571429,0.6666666666666666,0.8,0.0
DreamCoder-7B,all-masked,905,mockScriptService,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,905,bigArrays,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,905,context,2,1.0,ReduceContext,0.0,0.5384615384615384,0.5384615384615384,0.5,1.0,0.0
DreamCoder-7B,all-masked,905,reduced,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,905,inputs,1,1.0,AgChunks,0.0,0.25,0.25,0.0,0.625,0.0
DreamCoder-7B,all-masked,907,to,17,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,907,context,13,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,907,not,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,907,in,11,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,907,query,10,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,907,match_phrase,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,907,slop,24,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,907,zero_terms_query,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,907,fieldName,23,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,907,value,22,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,907,analyzer,32,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,907,zeroTermsQuery,23,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,907,requires,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,907,out,6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,907,negative,1,1.0,ansportVersion,0.0,0.2142857142857143,0.21428571428571427,0.0,1.0,0.0
DreamCoder-7B,all-masked,907,after,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,907,be,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,907,non,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,907,zeroTermsQueryString,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,907,zeroTermsQueryOption,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,907,builder,10,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,907,params,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,907,configuredAnalyzer,5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,907,termQueryBuilder,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,907,mft,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,907,found,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,907,queryParser,5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,907,other,6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,907,parser,25,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,907,boost,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,907,queryName,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,907,currentFieldName,13,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,907,token,9,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,907,zeroTermsValue,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,907,none,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,907,all,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,907,does,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,907,support,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,907,unknown,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,907,matchQuery,7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,908,stage,8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,908,simulated,1,1.0,test,0.0,0.11111111111111116,0.16666666666666666,0.0,1.0,0.0
DreamCoder-7B,all-masked,908,channel,4,1.0,transportChannel,0.0,0.375,0.375,0.5,1.0,0.0
DreamCoder-7B,all-masked,909,the,78,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,in,26,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,liveConfiguration,15,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,by,9,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,to,26,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,an,8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,and,13,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,playlist,66,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,mediaPlaylist,19,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,allowChunklessPreparation,20,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,elapsedRealTimeOffsetMs,22,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,hlsDataSourceFactory,7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,extractorFactory,17,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,playlistParserFactory,11,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,playlistTrackerFactory,7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,compositeSequenceableLoaderFactory,12,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,cmcdConfigurationFactory,6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,drmSessionManagerProvider,6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,loadErrorHandlingPolicy,12,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,metadataType,12,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,useSessionKeys,11,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,timestampAdjusterInitializationTimeoutMs,13,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,dataSourceFactory,8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,segments,13,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,setLoadErrorHandlingPolicy,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,no,6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,longer,5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,handles,5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,instantiating,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,construct,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,pass,5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,instance,5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,order,6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,retain,5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,old,5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,setPlaylistParserFactory,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,setPlaylistTrackerFactory,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,defaulting,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,reference,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,setCompositeSequenceableLoaderFactory,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,setDrmSessionManagerProvider,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,playlistTracker,14,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,mediaItem,18,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,localConfiguration,7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,streamKeys,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,cmcdConfiguration,7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,drmSessionManager,8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,mediaTransferListener,5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,eventDispatcher,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,mediaPeriodId,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,primaryPlaylistListener,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,id,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,allocator,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,startPositionUs,6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,mediaSourceEventDispatcher,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,drmEventDispatcher,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,mediaPeriod,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,windowStartTimeMs,8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,presentationStartTimeMs,7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,manifest,7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,timeline,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,offsetFromInitialStartTimeUs,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,periodDurationUs,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,liveEdgeOffsetUs,10,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,targetLiveOffsetUs,8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,windowDefaultStartPositionUs,7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,suppressPositionProjection,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,part,15,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,segment,5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,parts,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,disableSpeedAdjustment,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,serverControl,8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,targetOffsetUs,6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,positionUs,6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,closestPart,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,segmentIndex,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,inclusive,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,909,stayInBounds,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,912,to,7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,912,version,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,912,channel,10,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,912,bootstrap,30,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,912,kernelVersion,10,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,912,index,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,912,versionParts,6,1.0,parts1,0.0,0.25,0.2916666666666667,0.3333333333333333,0.6666666666666666,0.0
DreamCoder-7B,all-masked,912,bugFix,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,912,ignore,5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,912,kernel,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,912,parse,2,1.0,BUGFIX,0.0,0.0,0.0,0.0,1.0,0.0
DreamCoder-7B,all-masked,912,accepted1,3,1.0,flag1,0.0,0.11111111111111116,0.1111111111111111,0.3333333333333333,0.8,0.0
DreamCoder-7B,all-masked,912,firstChannel,6,1.0,channel1,0.0,0.41666666666666663,0.4583333333333333,0.3333333333333333,0.875,0.0
DreamCoder-7B,all-masked,912,address1,10,1.0,address1,1.0,1.0,1.0,1.0,0.875,0.0
DreamCoder-7B,all-masked,912,accepted2,3,1.0,flag2,0.0,0.11111111111111116,0.1111111111111111,0.3333333333333333,0.8,0.0
DreamCoder-7B,all-masked,912,secondChannel,6,1.0,channel2,0.0,0.46153846153846156,0.5,0.3333333333333333,0.875,0.0
DreamCoder-7B,all-masked,912,address2,4,1.0,address2,1.0,1.0,1.0,1.0,0.875,0.0
DreamCoder-7B,all-masked,912,socket,8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,912,received1,4,1.0,flag1,0.0,0.11111111111111116,0.1111111111111111,0.3333333333333333,0.8,0.0
DreamCoder-7B,all-masked,912,received2,4,1.0,flag2,0.0,0.11111111111111116,0.1111111111111111,0.3333333333333333,0.8,0.0
DreamCoder-7B,all-masked,912,bytes,3,1.0,data1,0.0,0.19999999999999996,0.2,0.0,0.8,0.0
DreamCoder-7B,all-masked,912,data,1,1.0,test,0.0,0.0,0.125,0.0,1.0,0.0
DreamCoder-7B,all-masked,912,received,6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,912,count,4,1.0,threads1,0.0,0.0,0.0,0.0,0.75,0.0
DreamCoder-7B,all-masked,912,latch,3,1.0,latch1,0.0,0.8333333333333334,0.8333333333333334,0.5,0.8333333333333334,0.0
DreamCoder-7B,all-masked,912,executor,3,1.0,executor1,0.0,0.8888888888888888,0.8888888888888888,0.5,0.8888888888888888,0.0
DreamCoder-7B,all-masked,912,address,4,1.0,address1,0.0,0.875,0.875,0.5,0.875,0.0
DreamCoder-7B,all-masked,912,major,3,1.0,major1,0.0,0.8333333333333334,0.8333333333333334,0.5,0.8333333333333334,0.0
DreamCoder-7B,all-masked,912,minor,3,1.0,minor1,0.0,0.8333333333333334,0.8333333333333334,0.5,0.8333333333333334,0.0
DreamCoder-7B,all-masked,912,bugfix,2,1.0,bug1,0.0,0.5,0.5,0.5,0.75,0.0
DreamCoder-7B,all-masked,912,accepted,5,1.0,flag1,0.0,0.0,0.0,0.0,0.8,0.0
DreamCoder-7B,all-masked,912,ctx,3,1.0,ctx1,0.0,0.75,0.75,0.5,0.75,0.0
DreamCoder-7B,all-masked,912,msg,2,1.0,msg1,0.0,0.75,0.75,0.5,0.75,0.0
DreamCoder-7B,all-masked,913,https,11,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,913,result,49,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,913,cookie,9,1.0,cookieCookie,0.0,0.5,0.5,1.0,1.0,0.0
DreamCoder-7B,all-masked,913,foo,13,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,913,bar,9,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,913,other,2,1.0,responseResponse,0.0,0.125,0.125,0.0,1.0,0.0
DreamCoder-7B,all-masked,913,response,66,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,913,statusCode,17,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,913,headers,20,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,913,cookies,8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,913,location,12,1.0,locationUri,0.0,0.7272727272727273,0.7272727272727273,0.5,1.0,0.0
DreamCoder-7B,all-masked,913,expected,6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,913,now,8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,913,no,1,1.0,no,1.0,1.0,1.0,1.0,1.0,1.0
DreamCoder-7B,all-masked,913,cache,1,1.0,cache,1.0,1.0,1.0,1.0,1.0,0.0
DreamCoder-7B,all-masked,913,newHeaders,4,1.0,customHeaders,0.0,0.5384615384615384,0.5384615384615384,0.3333333333333333,1.0,0.0
DreamCoder-7B,all-masked,913,newCookies,4,1.0,customCookies,0.0,0.5384615384615384,0.5384615384615384,0.3333333333333333,0.9230769230769231,0.0
DreamCoder-7B,all-masked,913,name,4,1.0,cookieName,0.0,0.30000000000000004,0.3,0.5,1.0,0.0
DreamCoder-7B,all-masked,913,value,3,1.0,cookieValue,0.0,0.36363636363636365,0.36363636363636365,0.5,1.0,0.0
DreamCoder-7B,all-masked,913,serverResponse,7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,913,body,2,1.0,someBody,0.0,0.375,0.375,0.5,1.0,0.0
DreamCoder-7B,all-masked,913,mockExchange,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,913,request,8,1.0,requestHttpRequest,0.0,0.38888888888888884,0.3888888888888889,0.5,0.7777777777777778,0.0
DreamCoder-7B,all-masked,913,exchange,12,1.0,exchangeExchange,0.0,0.5,0.5,1.0,1.0,0.0
DreamCoder-7B,all-masked,913,res,4,1.0,responseResponse,0.0,0.1875,0.1875,1.0,1.0,0.0
DreamCoder-7B,all-masked,913,mono,4,1.0,voidMono,0.0,0.375,0.375,0.5,1.0,0.0
DreamCoder-7B,all-masked,913,etag,3,1.0,eTag,0.0,0.75,0.75,0.0,0.75,0.0
DreamCoder-7B,all-masked,913,responseMono,4,1.0,responseResponse,0.0,0.625,0.625,0.5,1.0,0.0
DreamCoder-7B,all-masked,913,oneMinuteBeforeNow,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,914,centroid,20,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,914,at,10,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,914,bucket,57,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,914,histogram,37,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,914,document,12,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
DreamCoder-7B,all-masked,914,terms,19,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
