id,ground_truth,n_total_masks,predictions,first_pred,first_correct,error
817,ruleContext,9,this_|this_|this_|this_|this_|this_|this_|this_|this_,this_,False,
818,inputFile,10,scratchPath|scratchPath|scratchPath|scratchPath|scratchPath|scratchPath|scratchPath|scratchPath|scratchPath|scratchPath,scratchPath,False,
819,predOwner,3,predOwner|predOwner|predOwner,predOwner,True,
820,annotation,9,annotation|annotation|annotation|annotation|annotation|annotation|annotation|annotation|annotation,annotation,True,
821,serializeTestFail,10,,,False,"CUDA out of memory. Tried to allocate 30.66 GiB. GPU 0 has a total capacity of 79.25 GiB of which 2.99 GiB is free. Including non-PyTorch memory, this process has 76.25 GiB memory in use. Of the alloc"
822,services,3,service|serviceList|serviceList,service,False,
823,onlyIfAbsent,3,evict|evict|00,evict,False,
824,annotation,11,annotation|annotation|annotation|annotation|annotation|annotation|annotation|annotation|annotation|annotation|annotation,annotation,True,
825,snapshotMetrics,2,snapshotMetrics|snapshotMetrics,snapshotMetrics,True,
826,backingIndices,4,indexPatterns|//|indexPatterns|//,indexPatterns,False,
827,bound,2,bound|bound,bound,True,
828,token,3,currentToken|currentToken|currentToken,currentToken,False,
829,amountX,38,amountX|amountX|amountX|amountX|amountX|amountX|amountX|amountX|amountX|amountX|amountX|amountX|amountX|amountX|amountX|amountX|amountX|amountX|amountX|amountX|amountX|amountX|amountX|amountX|amountX|amountX|amountX|amountX|amountX|visualAmountX|amountX|amountX|amountX|amountX|amountX|amountX|amountX|amountX,amountX,True,
830,context,16,fetchContext|fetchContext|fetchContext|fetchContext|fetchContext|fetchContext|FieldContext|fetchContext|FieldContext|FieldContext|FieldContext|FieldContext|fetchContext|fetchContext|fetchContext|fetchContext,fetchContext,False,
831,bucket,11,3|3|3|3|3|3|3|3|3|3|3,3,False,
832,workerOutputStream,15,clientOutputStream|clientOutputStream|clientOutputStream|clientOutputStream|clientOutputStream|clientOutputStream|clientOutputStream|clientOutputStream|clientOutputStream|clientOutputStream|clientOutputStream|clientOutputStream|clientOutputStream|clientOutputStream|clientOutputStream,clientOutputStream,False,
833,attribute,3,*|*|attribute,*,False,
834,docIds,4,docsList|docsList|docsList|docsList,docsList,False,
835,allocator,2,allocator|allocator,allocator,True,
836,response,3,response|response|response,response,True,
837,valuePerShardCounter,4,shardIndex|shardIndex|shardIndex|shardIndex,shardIndex,False,
838,expectedKeys,3,expectedKeys|expectedKeys|expectedKeys,expectedKeys,True,
839,stats,4,_|_|_|_,_,False,
840,myMap,3,hm3|hm3|hm3,hm3,False,
841,descriptor,12,d|d|d|d|d|d|d|d|d|d|d|d,d,False,
842,runnable,4,block|block|block|block,block,False,
843,get_nf,2,,,False,"CUDA out of memory. Tried to allocate 30.66 GiB. GPU 0 has a total capacity of 79.25 GiB of which 2.99 GiB is free. Including non-PyTorch memory, this process has 76.25 GiB memory in use. Of the alloc"
844,fields,17,filterFields|filterFields|filterFields|filterFields|filterFields|filterFields|termVector|termVector|termVector|termVector|termVector|termVector|filterFields|filterFields|termVector|filterFields|filterFields,filterFields,False,
845,timeout,19,e|deadline|deadline|deadline|deadline|deadline|deadline|deadline|deadline|deadline|deadline|deadline|deadline|deadline|deadline|deadline|deadline|deadline|deadline,e,False,
846,loader,10,classLoader|classLoader|classLoader|classLoader|classLoader|classLoader|classLoader|classLoader|classLoader|classLoader,classLoader,False,
847,newReplica,15,newPrimary|newPrimary|newPrimary|newPrimary|newPrimary|newPrimary|newPrimary|newPrimary|newPrimary|replica|newPrimary|newPrimary|newPrimary|newPrimary|newPrimary,newPrimary,False,
848,request,7,request|request|request|oauthRequest|oauthRequest|oauthRequest|oauthRequest,request,True,
849,e1size,2,size1|size1,size1,False,
850,field,5,key|key|key|key|key,key,False,
851,allMethodsAndStaticVars,5,staticMethodsForExtensions|methodsToAdd|methodsToAdd|methodsToAdd|methodsToAdd,staticMethodsForExtensions,False,
852,pictureData,16,pictureData|pictureData|pictureData|pictureData|pictureData|pictureData|pictureData|pictureData|pictureData|pictureData|mimeType|pictureData|pictureData|pictureData|pictureData|pictureData,pictureData,True,
853,className,2,qualifiedName|qualifiedName,qualifiedName,False,
854,staticMethodsForExtensions,2,staticMethods|instanceMethodsForExtensions,staticMethods,False,
855,includeQueuedWatches,3,set|set|set,set,False,
856,canvas,2,canvas1|canvas,canvas1,False,
857,branchInstruction,2,Visitor|branchInstruction,Visitor,False,
858,minSdkVersion,6,SdkVersion|SdkVersion|SdkVersion|SdkVersion|SdkVersion|SdkVersion,SdkVersion,False,
859,interval,5,interval|interval|interval|interval|interval,interval,True,
860,oldValues,6,values|v0|v0|v0|v0|v0,values,False,
861,texture,6,texture|texture|texture|texture|texture|texture,texture,True,
862,vertexNumbers,4,vertexIds|vertexIds|vertexIds|vertexIds,vertexIds,False,
863,relation,11,esRelation|esRelation|esRelation|esRelation|esRelation|esRelation|esRelation|esRelation|esRelation|esRelation|esRelation,esRelation,False,
864,newChild,2,field|field,field,False,
865,validationException,8,import|e1|e|e1|e|e1|e|e,import,False,
866,dateText,2,,,False,"CUDA out of memory. Tried to allocate 30.66 GiB. GPU 0 has a total capacity of 79.25 GiB of which 2.99 GiB is free. Including non-PyTorch memory, this process has 76.25 GiB memory in use. Of the alloc"
867,requestOptionsExtensionGenerator,3,extensionGenerator|extensionGenerator|extensionGenerator,extensionGenerator,False,
868,nonPushableLimitValue,3,limitValue|limitValue|limitValue,limitValue,False,
869,allowChunklessPreparation,12,.|this|. .|.|. .|.|.|.|.|. .|.|.,.,False,
870,atomicBoolean,8,ref2|ref|ref|ref|ref3|ref|ref3|ref,ref2,False,
871,receiverClass,3,classA|classA|classA,classA,False,
872,defaultValue,2,orDefault|orDefault,orDefault,False,
873,inline,5,inline|inline|contentType|inline|id,inline,True,
874,level,14,level_|level_|level_|level_|level_|level_|level_|level_|level_|level_|level_|level_|timestamp|timestamp,level_,False,
875,onreturnMethod,5,onreturn|onreturn|onreturn|onreturn|onreturn,onreturn,False,
876,intValues,4,value2|value2|value2|value2,value2,False,
877,whitelists,3,whitelistList|whitelistList|whitelistList,whitelistList,False,
878,observer,2,singleObserver|singleObserver,singleObserver,False,
879,moRef,3,observerRef|observerRef|observerRef,observerRef,False,
880,annotatedElement,6,element|element|element|element|element|element,element,False,
881,slash,3,lastSlash|lastSlash|lastSlash,lastSlash,False,
882,doConnect,4,connect|connect|connect|connect,connect,False,
883,dataSource,2,dataSource|dataSource,dataSource,True,
884,rowIndices,12,_|_|_|_|_|_|_|_|_|_|_|_,_,False,
885,meanTime,11,dT|dT|dT|dT|dT|dT|dT|dT|dT|dT|dT,dT,False,
886,toBytes,12,toBytes|toBytes|toBytes|toBytes|toBytes|toBytes|toBytes|toBytes|toBytes|toBytes|toBytes|toBytes,toBytes,True,
887,yearLen,9,lastDay|lastDay|lastDay|lastDay|lastDay|lastDay|offset|lastDay|lastDay,lastDay,False,
888,rowIndex,2,rowNumber|rowNumber,rowNumber,False,
889,ports,3,ports|ports|ports,ports,True,
890,context,15,web|web|context|context|context|context|context|context|context|context|context|context|context|context|context,web,False,
891,strings,11,,,False,"CUDA out of memory. Tried to allocate 30.67 GiB. GPU 0 has a total capacity of 79.25 GiB of which 2.99 GiB is free. Including non-PyTorch memory, this process has 76.25 GiB memory in use. Of the alloc"
892,innerFilterDocCount,3,innerCount|innerCount|L,innerCount,False,
893,params,1,params,params,True,
894,traceThreshold,2,traceThreshold|traceThreshold,traceThreshold,True,
895,snapshot,138,snapshot|snapshot|snapshot|snapshot|repositories|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot|snapshot,snapshot,True,
896,supportedVersion,4,sinceVersion|sinceVersion|sinceVersion|sinceVersion,sinceVersion,False,
897,originatingUser,3,user|user|user,user,False,
898,string,6,string|alias|alias|alias|alias|alias,string,True,
899,resFieldsMap,5,fieldsMap|fieldsMap|fieldsMap|fieldsMap|fieldsMap,fieldsMap,False,
900,screenY,2,screenY|screenY,screenY,True,
901,charset,12,charset|charset|charset|charset|charset|charset|charset|charset|charset|charset|charset|charset,charset,True,
902,destinationIndex,8,index|indexInt|index|index|indexInt|indexInt|if|indexInt,index,False,
903,keyColumnName,1,columnNames,columnNames,False,
904,params,4,dsap|dsap|dsap|dsap,dsap,False,
905,valueA,3,valueA|valueA|valueA,valueA,True,
906,bigDecimal,16,double|format0|format|0|Decimal|00|Decimal|00|Decimal|00|Decimal|00|Decimal|00|df1|df1,double,False,
907,queryParser,5,matchParser|matchParser|matchParser|matchParser|matchParser,matchParser,False,
908,channel,4,taskChannel|taskChannel|taskChannel|taskChannel,taskChannel,False,
909,segments,13,segments|segments|segments|segments|segments|segments|segments|segments|segments|segments|segments|segments|segments,segments,True,
910,bootstrapMethodsData,3,bootstrapMethods|bootstrapMethods|bootstrapMethods,bootstrapMethods,False,
911,weekDef,36,rules|rules|rules|rules|rules|rules|rules|rules|rules|rules|rules|rules|rules|rules|rules|rules|rules|rules|rules|rules|rules|rules|rules|rules|rules|rules|rules|rules|rules|rules|rules|rules|this|rules|rules|rules,rules,False,
912,bytes,3,data1|data1|data1,data1,False,
913,newCookies,4,newCookies|newCookies|newCookies|newCookies,newCookies,True,
914,expectedMinsOnlySearch,3,expectedMins|expectedMin|expectedMin,expectedMins,False,
915,prefixKeySetting,9,boolSetting|new|affixKeySetting|new|new|prefixSetting|new|prefixSetting|new,boolSetting,False,
916,binary,2,binaryName|binaryName,binaryName,False,
917,addressCount,2,numAddresses|numAddresses,numAddresses,False,
918,headers,2,headerConditions|headerConditions,headerConditions,False,
919,engine,25,engine|engine|engine|engine|engine|engine|engine|engine|engine|engine|engine|engine|engine|engine|engine|engine|engine|engine|engine|engine|engine|engine|engine|engine|engine,engine,True,
920,seenGroupIds,6,seenGroups|seenGroups|seenGroups|seenGroups|seenGroups|seenGroups,seenGroups,False,
921,ZDATA,2,,,False,"CUDA out of memory. Tried to allocate 30.66 GiB. GPU 0 has a total capacity of 79.25 GiB of which 2.99 GiB is free. Including non-PyTorch memory, this process has 76.25 GiB memory in use. Of the alloc"
922,beanName,2,beanName|beanName,beanName,True,
923,currentSeed,2,newSeed|newSeed,newSeed,False,
924,jsonFields,3,baseMap|baseMap|baseMap,baseMap,False,
925,clusterStateString,5,stateString|stateString|stateString|stateString|stateString,stateString,False,
926,split,5,arrs|split|arrs|arrs|arrs,arrs,False,
927,start,2,start|start,start,True,
928,vStart,9,vStart|vStart|vStart|vValue|vStart|vStart|vStart|vStart|vStart,vStart,True,
929,metaData,7,metaData|metaData|metaData|metaData|metaData|metaData|metaData,metaData,True,
930,dataBuffer,4,dataBuffer|dataBuffer|dataBuffer|dataBuffer,dataBuffer,True,
931,actor,7,currentActor|currentActor|currentActor|currentActor|currentActor|currentActor|currentActor,currentActor,False,
932,remoteModule,21,module|new|module|module|module|module|module|module|module|module|module|module|module|module|module|module|module|module|module|module|module,module,False,
933,cmcdConfiguration,13,cmcd|cmcd|cmcd|cmcd|cmcd|cmcd|cmcd|cmcd|cmcd|cmcd|cmcd|cmcd|cmcd,cmcd,False,
934,sameVersionEvent,2,initialEvent|initialEvent,initialEvent,False,
935,parentAlpha,3,alpha|alpha|alpha,alpha,False,
936,member,4,method|method|reassign|member,method,False,
937,patterns,2,indexPatterns|indexPatterns,indexPatterns,False,
938,tempBuf,12,tempBuf|tempBuf|tempBuf|tempBuf|tempBuf|tempBuf|tempBuf|tempBuf|tempBuf|tempBuf|tempBuf|tempBuf,tempBuf,True,
939,reverse,4,"the|closeables||,",the,False,
940,resolverStyle,13,resolverStyle|resolverStyle|resolverStyle|resolverStyle|resolverStyle|resolverStyle|resolverStyle|resolverStyle|resolverStyle|resolverStyle|resolverStyle|resolverStyle|resolverStyle,resolverStyle,True,
941,fieldSupplier,6,valuesSupplier|valuesSupplier|valuesSupplier|valuesSupplier|valuesSupplier|valuesSupplier,valuesSupplier,False,
942,hitContext,3,hitContext|hitContext|hitContext,hitContext,True,
943,quantityInStock,12,inStock|inStock|inStock|inStock|inStock|inStock|inStock|productName|inStock|inStock|inStock|inStock,inStock,False,
944,rtspHeaders,9,describeHeaders|describeHeaders|describeHeaders|describeHeaders|describeHeaders|describeHeaders|describeHeaders|describeHeaders|describeHeaders,describeHeaders,False,
945,decimalFormat,145,format|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat|dfFormat,format,False,
946,originalNode,4,sourceNode|sourceNode|sourceNode|sourceNode,sourceNode,False,
947,message,5,message|segments|msg|msg|msg,message,True,
948,strategy,4,allocationService|allocationService|allocationService|allocationService,allocationService,False,
949,versions,8,compatibilityVersions|compatibilityVersions|compatibilityVersions|compatibilityVersions|index|compatibilityVersions|compatibilityVersions|version,compatibilityVersions,False,
950,field,2,mv|mv,mv,False,
951,pictureType,12,type_|type_|type_|type_|type_|type_|type_|type_|type_|type_|type_|type_,type_,False,
952,validPerPosition,5,allowedTypes|allowedTypes|allowedTypes|allowedTypes|allowedTypes,allowedTypes,False,
953,contexts,3,scriptContexts|contexts|contexts,scriptContexts,False,
954,latch,3,done|done|done,done,False,
955,vVector,11,vVector|vVector|vBlock|vVector|vVector|vVector|vVector|vVector|vVector|vVector|vVector,vVector,True,
956,listener,2,private|actionListener,private,False,
957,velocityY,16,velocityY|velocityY|velocityY|velocityY|velocityY|velocityY|velocityY|velocityY|velocityY|velocityY|velocityY|velocityY|velocityY|velocityY|velocityY|velocityY,velocityY,True,
958,outputSurfaceInfo,1,surfaceInfo,surfaceInfo,False,
959,invocation,5,internal|invocation|invocation|invocation|invocation,internal,False,
960,builder,7,builder|builder|builder|builder|builder|builder|builder,builder,True,
961,resolverUtil,3,resolverUtil|resolverUtil|resolverUtil,resolverUtil,True,
962,element,5,element|element|element|element|element,element,True,
963,carry,9,addOne|addOne|addOne|addOne|testBuffer|testBuffer|testBuffer|testBuffer|testBuffer,addOne,False,
964,pIgnoreExceptions,3,pCommandActions|pExceptions|pExceptions,pCommandActions,False,
965,errorMessage,18,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,False,
966,nameAndTypeItemOffset,10,itemOffset|itemOffset|itemOffset|itemOffset|itemOffset|itemOffset|itemOffset|itemOffset|itemOffset|itemOffset,itemOffset,False,
967,columnMatcher,9,columnRegex|columnRegex|columnRegex|columnRegex|columnRegex|columnRegex|columnRegex|columnRegex|columnRegex,columnRegex,False,
968,androidMorEarlier,7,isAndroid|isAndroid|isAndroid|isAndroid|isAndroid|isAndroid|isAndroid,isAndroid,False,
969,concurrencyCompensation,2,cS|cS,cS,False,
970,clusterer,8,clusterer|clusterer|clusterer|clusterer|clusterer|clusterer|clusterer|clusterer,clusterer,True,
971,targetClass,3,toClass|toClass|toClass,toClass,False,
972,maxLength,2,max|max,max,False,
973,apiKey,12,api_key|api_key|api_key|api_key|api_key|api_key|api_key|api_key|api_key|api_key|api_key|api_key,api_key,False,
974,thisModuleExports,2,moduleExports|moduleExports,moduleExports,False,
975,withNulls,4,nullRows|nullRows|nullRows|nullRows,nullRows,False,
976,globalCheckpoint,9,0|0|0|0|0|0|0|0|0,0,False,
977,separator,5,separator|separator|separator|separator|separator,separator,True,
978,parsedHeuristic,5,st2|st2|significanceHeuristic|st2|st2,st2,False,
979,otherSettings,2,settings|settings,settings,False,
980,expectedMap,5,expectedMap|expectedMap|expectedMap|expectedMap|expectedMap,expectedMap,True,
981,classes,2,clss|clss,clss,False,
982,nullability,4,nullability|nullability|nullability|nullability,nullability,True,
983,metaAnnotation,12,a|a|a|a|a|repeatedAnnotation|a|a|a|a|a|a,a,False,
984,fieldsProducers,7,fieldsProducer|fieldsProducer|fieldsProducer|fieldsProducer|fieldsProducer|fieldsProducer|fieldsProducer,fieldsProducer,False,
985,returnType,6,methodParameter|methodParameter|methodParameter|methodParameter|methodParameter|methodParameter,methodParameter,False,
986,object,7,s|s|o|o|o|o|o,s,False,
987,initial,3,original|original|original,original,False,
988,source,22,link|mapping_|mapping_|mapping_|mapping_|mapping_|mapping_|mapping_|mapping_|mapping_|mapping_|mapping_|mapping_|mapping_|mapping_|mapping_|mapping_|mapping_|link|link|link|link,link,False,
989,onScriptError,6,errorAction|errorAction|errorAction|errorAction|errorAction|errorAction,errorAction,False,
990,inferenceEntityId,2,modelId|modelId,modelId,False,
991,allULocales,3,,,False,"CUDA out of memory. Tried to allocate 30.66 GiB. GPU 0 has a total capacity of 79.25 GiB of which 2.99 GiB is free. Including non-PyTorch memory, this process has 76.25 GiB memory in use. Of the alloc"
992,params,1,params,params,True,
993,minutesStr,6,,,False,"CUDA out of memory. Tried to allocate 30.66 GiB. GPU 0 has a total capacity of 79.25 GiB of which 2.99 GiB is free. Including non-PyTorch memory, this process has 76.25 GiB memory in use. Of the alloc"
994,decompressedSize,2,compressedSize|uncompressedSize,compressedSize,False,
995,chunkingSettingsMap,2,settingsMap|settingsMap,settingsMap,False,
996,distance,12,-|-|-|-|-|-|-|-|-|-|- -|- -,-,False,
997,contentSupplier,2,bodyContents|bodyContents,bodyContents,False,
998,options,16,circuitbreaker|options|options|options|parsingResult|parsingResult|parsingResult|parsingResult|parsingResult|parsingResult|parsingResult|parsingResult|parsingResult|add|parsingResult|options,circuitbreaker,False,
999,newXml,4,newXml|newXml|newXml|newXml,newXml,True,
